frames,vehicle_id,vehicle_bbox,plate_bbox,plate_text,confidence
172,1.0,[1031.2713824874243 687.5903331762402 1349.2484016526198 959.4922308952862],[1149.1104736328125 866.4642333984375 1262.6021728515625 894.5723876953125],AP05JEO,0.11179351316402986
173,1.0,[1035.0936490468698 689.8358350247742 1352.7996967151653 962.4089235034868],[1153.37939453125 868.404052734375 1265.72216796875 897.958740234375],AP05JEO,0.4744706813923629
174,1.0,[1038.9321889886735 692.8405448081824 1355.1017080555546 965.5398317351774],[1152.935302734375 873.6572265625 1265.96484375 906.39892578125],AP05JEO,0.42549967650286963
175,1.0,[1040.1874683681108 696.345934749562 1356.047151002616 968.9951260379885],[1150.565673828125 875.073486328125 1262.5595703125 907.0477294921875],AP05JEO,0.43029980297828047
176,1.0,[1039.1542676356412 699.3356481037458 1355.902775953512 972.2185913716407],[1152.696044921875 876.5630493164062 1265.460693359375 910.4278564453125],AP05JEO,0.1702359070662038
177,1.0,[1041.5134922697298 702.8895250161445 1359.573728088651 976.6530634252845],[1158.811279296875 881.5134887695312 1265.4166259765625 913.2665405273438],AP05JEO,0.36325309196301947
178,1.0,[1042.1592764088384 705.3645783164188 1361.598770339436 979.7498851257965],[1160.6025390625 887.0526123046875 1264.656494140625 917.4495849609375],AP05JEO,0.24899747729754815
179,1.0,[1043.9085203126654 707.8811673869599 1365.4564922597485 983.7202412559315],[1157.185791015625 889.9365234375 1269.986083984375 919.2967529296875],AP05JEO,0.3484847582068399
180,1.0,[1045.5658020820833 711.2395014548345 1367.4200115992167 988.6259496290425],[1159.9600830078125 893.0050048828125 1270.548583984375 922.8731689453125],AP05JEO,0.6847876470618252
181,1.0,[1046.3945537106392 713.1304680635117 1367.8904858238984 992.1873144437579],[1161.0889892578125 894.519287109375 1269.759521484375 926.0914306640625],AP05JEO,0.30811325425983527
182,7.0,[491.54168717556695 647.6756210982211 772.6546710447524 891.1003172682143],[588.3314208984375 800.3126220703125 678.9661865234375 830.7744140625],MN05ZZK,0.19655384329430928
182,1.0,[1047.0323274340667 714.5523634790032 1369.898889525729 994.9541785602947],[1163.6826171875 899.9448852539062 1267.90771484375 929.1542358398438],AP05JEO,0.28408591716430526
183,1.0,[1046.157502016704 717.2184797352971 1373.6061249557476 998.6247170157579],[1163.803466796875 902.704833984375 1271.8067626953125 934.7169799804688],AP05JEO,0.3550742786233307
184,1.0,[1047.7578231575612 719.6050476429707 1376.825521056955 1001.2905321397291],[1161.615234375 906.166015625 1273.7200927734375 943.2138671875],AP05JEO,0.3029446814699935
185,1.0,[1047.2432190071502 723.5548622559453 1377.3384502498805 1005.63894154355],[1164.79296875 913.0936889648438 1273.50390625 941.8397827148438],AP05JEO,0.5645041109438017
186,1.0,[1046.62437113841 726.7466437006327 1379.4426724982281 1010.2101238437684],[1164.935546875 915.6033935546875 1276.6883544921875 943.832763671875],AP05JEO,0.5471448386348804
187,1.0,[1045.912147562699 728.4408608303359 1380.568948512228 1013.5292442880445],[1163.4248046875 916.2225952148438 1278.42529296875 946.5990600585938],AP05JEO,0.2181116620232758
188,1.0,[1046.5457257279916 732.398010880401 1382.0722411431736 1018.0710599196511],[1168.927001953125 921.5733032226562 1278.736083984375 953.6531982421875],AP05JEO,0.7355295006592321
189,1.0,[1045.0709082563626 736.2695356041343 1383.3107326291806 1022.2140988714928],[1171.95166015625 924.2865600585938 1281.635986328125 954.9680786132812],AP05JEO,0.27009925392441547
190,1.0,[1043.4495566991964 738.1931855256289 1385.2671734786677 1024.981345998232],[1170.533935546875 925.3531494140625 1284.3885498046875 957.9796142578125],AP05JEO,0.10115144249476303
191,1.0,[1044.604910127808 743.252671344988 1386.6801836866255 1030.9523441947063],[1171.627685546875 928.3939208984375 1285.7919921875 964.688720703125],AP05JEO,0.33342964589334073
192,1.0,[1045.4417305518866 748.1239116289015 1389.2705592531236 1036.455801005422],[1167.9517822265625 935.7800903320312 1290.7998046875 974.8976440429688],AP05JEO,0.5123154722178525
193,1.0,[1045.9623796979881 750.6868366349586 1390.3622484409525 1039.2860292463176],[1169.195556640625 936.1060180664062 1290.7186279296875 974.6431274414062],AP05JEO,0.3266558396065332
194,1.0,[1045.5421619169545 752.9895214761129 1391.7436451055303 1042.4739514420194],[1166.961181640625 938.5709838867188 1295.6715087890625 978.7699584960938],AP05JEO,0.20362015453267565
195,1.0,[1047.592029914254 755.9530941256064 1393.6743509904168 1046.2086746521657],[1168.102294921875 943.5809326171875 1299.8104248046875 985.1451416015625],AP05JEO,0.717814011621906
196,1.0,[1046.9205256986313 758.1767761865024 1392.7919964649384 1048.6734297643015],[1172.86474609375 944.5345458984375 1299.258056640625 983.706298828125],AP05JEO,0.3422515702991281
197,7.0,[466.3147822870558 684.9548960913894 762.9204254253998 941.0192720212412],[563.031494140625 846.26123046875 661.5126953125 878.8544921875],KH05ZZK,0.18521112166655662
197,1.0,[1046.5619920955146 760.5198529145216 1394.1155081310876 1051.775924419238],[1177.91650390625 951.3253784179688 1297.233154296875 988.7913208007812],AP05JEO,0.30998191518991686
198,1.0,[1049.8149723107808 764.3887882455006 1402.2194197757685 1057.1491286370308],[1181.44482421875 961.3698120117188 1294.2535400390625 990.8970336914062],AP05JEO,0.5392289988698622
199,1.0,[1050.7073557908916 767.2721751383308 1404.9100281484439 1060.6730588647224],[1180.130126953125 962.8430786132812 1297.7255859375 993.2070922851562],AP05JEO,0.33326816278766874
200,1.0,[1051.5527745975703 770.5857515984874 1408.7702099555943 1065.0454230837263],[1178.0338134765625 963.8128051757812 1308.0928955078125 1001.9240112304688],AP05JEO,0.4530892364741299
201,1.0,[1051.7791666162757 773.9086500182966 1411.6987433445452 1068.7481993098872],[1182.768798828125 972.07958984375 1298.808837890625 1003.3544921875],AP05JEO,0.7948335993845187
201,7.0,[460.83059918535196 695.4032031479434 761.5271251715212 956.5037275506703],[556.9227294921875 861.44140625 653.737548828125 892.3402099609375],MH05EZX,0.12329486180634062
202,1.0,[1052.0089833281718 776.1305168701313 1412.844404119876 1071.0017086280754],[1183.2900390625 973.2050170898438 1297.106201171875 1005.1019897460938],AP05JEO,0.2814784209098231
204,1.0,[1051.6190827123542 782.4389575843106 1418.0401832318244 1075.5443335722223],[1186.763427734375 985.839599609375 1305.521728515625 1014.6590576171875],AP05JEO,0.3186869368058681
205,1.0,[1052.5133771726553 784.8674431740875 1420.6439534316212 1076.644202747881],[1187.60205078125 987.6529541015625 1306.990234375 1017.252685546875],AP05JEO,0.21547446911312798
206,1.0,[1051.6680542214824 788.6076951981545 1422.3843659925035 1078.1684448729743],[1189.8634033203125 992.3644409179688 1306.8375244140625 1023.365478515625],AP05JEO,0.4317814076866378
207,1.0,[1051.051713413835 792.1170301794423 1424.9749339733498 1078.553166194802],[1191.4647216796875 995.4336547851562 1311.08642578125 1027.31103515625],AP05JEO,0.3854459990102141
208,1.0,[1049.3525680479465 795.0855902610895 1425.5331452300056 1078.4565243127497],[1191.3907470703125 997.096435546875 1313.358154296875 1030.5362548828125],AP05JEO,0.4146128725307127
209,1.0,[1050.1080695122482 797.2588583353601 1426.9680006645822 1077.424616958765],[1189.755859375 1005.5260009765625 1311.184326171875 1038.30810546875],AP05JEO,0.3673395760516732
210,1.0,[1050.5640724879631 800.3330644873133 1428.769732130067 1077.0828672224932],[1191.9449462890625 1011.3880004882812 1311.020263671875 1040.184814453125],AP05JEO,0.3920097879569788
211,1.0,[1050.2588995733222 802.3950084487695 1430.049218872367 1076.5722566699674],[1192.74072265625 1012.9616088867188 1310.09423828125 1042.549560546875],AP05JEO,0.5627508654891348
212,1.0,[1051.7864455189297 805.7415826183903 1431.2054086435728 1077.882655557378],[1197.9085693359375 1018.2166748046875 1314.4486083984375 1048.32177734375],AP05JEO,0.3359345172476148
213,1.0,[1054.088354685063 810.092926930695 1433.2069050684188 1078.6727579477129],[1201.17431640625 1023.2990112304688 1316.5498046875 1053.13720703125],AP05JEO,0.5663123246751188
214,1.0,[1053.6501729437487 813.6491698440706 1432.096055339447 1080.6315477857986],[1202.8798828125 1024.09228515625 1320.8939208984375 1055.979736328125],AP05JEO,0.33635755493892044
215,1.0,[1055.7036096118068 817.1146482028207 1432.7914975457747 1080.6974560541398],[1203.0810546875 1032.384521484375 1324.195068359375 1061.781005859375],AP05JEO,0.28516644127789903
216,1.0,[1057.3521793818113 820.8926851370836 1435.022416703856 1080.1975085854804],[1203.18017578125 1037.67626953125 1319.255126953125 1066.846435546875],AP05JEO,0.16185286320679645
217,7.0,[420.6050201606798 738.9061140130823 745.2005833761733 1016.459441187722],[519.3931884765625 907.6243286132812 629.3021240234375 951.3297729492188],RM05ZZK,0.5067888750904996
217,1.0,[1057.9121167480803 824.3854712962159 1435.830994635447 1079.7574394146707],[1203.23486328125 1038.4044189453125 1324.1796875 1070.0645751953125],AP05JEQ,0.6174636054670296
218,1.0,[1060.7339042881488 828.0105111553478 1439.0810311332204 1079.279617404195],[1199.6162109375 1045.278076171875 1336.68310546875 1077.3013916015625],AP05JEQ,0.63820660066158
263,292.0,[1165.31191286906 578.7416656615837 1450.8985165349673 823.9697746627639],[1272.1754150390625 735.6180419921875 1343.3909912109375 762.53125],EY61NBC,0.22089982906838757
266,292.0,[1164.9228851564642 587.0176505188374 1452.7206870371795 832.7478463425737],[1266.3175048828125 742.7850952148438 1353.687744140625 772.2053833007812],EY61NBC,0.5033018685107309
268,292.0,[1165.9642492601733 591.5677799189159 1456.483143648577 841.0529184061725],[1267.8739013671875 744.1166381835938 1353.6416015625 774.9354858398438],ET61RBG,0.2057987900135901
270,292.0,[1165.2445731184755 595.8796756369887 1455.578825163491 853.7973838523666],[1279.0521240234375 747.240478515625 1342.0638427734375 774.307861328125],ET61RBE,0.30233038749746755
271,14.0,[459.47002323896936 739.077328018132 776.3703452005991 1023.8840282268816],[562.0000610351562 934.055419921875 665.36962890625 965.9073486328125],FJ14ZHY,0.18480667807534845
272,292.0,[1166.3871061149841 598.1255711473735 1457.052440069817 860.0602692268966],[1278.3519287109375 753.4462280273438 1344.062255859375 779.9584350585938],EY61MAC,0.2562846209486688
273,292.0,[1167.4170665803658 600.0621511820698 1459.6858165336052 862.3260971233078],[1278.87353515625 759.3132934570312 1344.36376953125 784.6635131835938],EV61MBC,0.16694036978713472
274,14.0,[453.98095434897346 749.166020923135 773.6527506280017 1039.9941338422934],[558.8916015625 943.9493408203125 660.2064208984375 974.1357421875],TF30ZHY,0.1889295154899843
277,292.0,[1168.8288872845978 606.9196681082607 1465.5239305393193 870.4620511983052],[1278.19189453125 768.85546875 1360.5384521484375 795.94189453125],EY61MBC,0.13752183266693185
278,292.0,[1169.2952468555627 609.8163694211361 1465.6020299966708 873.0275657626613],[1280.5595703125 770.4292602539062 1363.829833984375 798.0968627929688],EY61REG,0.18804747884209397
279,10.0,[1152.632003563793 827.322711545781 1507.800351693971 1078.6528523252266],[1284.1033935546875 1031.046630859375 1390.859130859375 1062.7967529296875],LL13AKL,0.09116944592748996
280,14.0,[441.02040382280467 770.885167978789 767.8834203333006 1063.7592250385985],[547.773681640625 966.11572265625 653.0467529296875 999.62255859375],FJ14ZHY,0.4749421910714573
281,14.0,[437.1911947026472 773.3574488819705 766.0557368780912 1067.365856957949],[545.8229370117188 971.09619140625 650.9291381835938 1003.0946044921875],FJ14ZHY,0.5982455622605752
281,292.0,[1171.3523554774742 616.4819682084633 1472.0979342163532 878.534278566465],[1280.191162109375 777.7236328125 1359.72998046875 804.0422973632812],EY61NOG,0.1720708197422553
285,14.0,[426.42770193808207 783.582335837074 762.3596216248309 1077.955816693666],[540.801025390625 988.2313842773438 645.9581298828125 1022.8474731445312],FJ14ZHY,0.25925444411974
286,292.0,[1172.207239065002 623.2985247141839 1479.829243915168 889.9380154927658],[1285.5238037109375 790.9674682617188 1372.7991943359375 819.5341186523438],EY61NBC,0.2965245750555096
287,14.0,[424.21317351042273 788.0645744939798 762.0082935469578 1077.4821958254872],[538.705078125 996.4795532226562 642.6051635742188 1028.153564453125],FJ14ZHY,0.7470424885954281
287,292.0,[1171.7041997004092 625.7638943606186 1479.1639081046508 894.0365191778175],[1290.268310546875 790.3057250976562 1371.49560546875 815.7769775390625],EY61NAG,0.20777424764468225
288,292.0,[1171.8756648498254 627.9852498993881 1479.8978678460937 897.6106654720214],[1286.9293212890625 794.8626708984375 1369.18798828125 820.732177734375],EY61MBG,0.24149239307740986
288,14.0,[422.03440990015554 791.2135039459555 761.5835446196571 1077.1347351522895],[537.904052734375 1001.7698364257812 641.3828125 1035.03271484375],FJ14ZHY,0.7342028104006473
289,292.0,[1173.0289040868252 630.7135610217534 1481.8380316773832 900.8707505796882],[1287.352294921875 795.3797607421875 1366.770263671875 820.7294311523438],TY61NBG,0.11030331243475262
290,292.0,[1173.8072849763876 632.27954840391 1484.1802859683603 903.2350219800319],[1285.76611328125 802.0426025390625 1372.8702392578125 829.677978515625],EX61HOG,0.16876557263174335
291,292.0,[1173.934923275888 635.9982491574715 1485.3109131195913 907.35164016711],[1294.700927734375 798.93017578125 1372.4423828125 830.770751953125],EF61NBC,0.32015766248037936
296,14.0,[404.35433972871726 820.3380225954281 753.2315631823591 1081.1208447103727],[521.2261962890625 1036.1370849609375 629.1648559570312 1070.091064453125],FJ10ZHY,0.41614483953974346
297,292.0,[1176.5614016258562 647.5615499924103 1490.9884606963449 924.2086317691959],[1288.55126953125 822.891845703125 1384.3875732421875 851.127197265625],EY61NBC,0.33710986413427957
298,292.0,[1177.2231227307411 649.2980548919772 1491.7263816001964 926.4898383208788],[1291.216064453125 824.0077514648438 1381.819091796875 853.0907592773438],EY61NEG,0.16530667904581317
300,292.0,[1179.7768044256927 656.8407267576813 1495.0935099751805 933.8999804905011],[1295.4388427734375 831.3348388671875 1383.9244384765625 859.723876953125],EY61NBC,0.2523674832969034
301,292.0,[1180.148242214345 659.4134616565053 1495.3344549194162 937.6013868209378],[1294.742919921875 834.0443115234375 1386.7393798828125 861.35009765625],EY61NBG,0.6763743379782154
302,292.0,[1182.501824489999 662.1644266208721 1499.456274065183 941.4638718962908],[1296.7635498046875 835.7611083984375 1386.18896484375 865.524169921875],EY61MBG,0.2931651083110891
304,292.0,[1183.8426777047168 663.8711452222392 1503.0455580184314 947.2791260432493],[1296.1083984375 844.3963623046875 1390.70166015625 872.6612548828125],EY61NBG,0.7087116694755554
306,292.0,[1182.8123258504993 669.8454885061522 1503.996990891198 957.5746720815662],[1297.0367431640625 851.265869140625 1394.578125 881.2486572265625],EY61NBG,0.25754088406624676
307,292.0,[1182.403310975985 670.7108966024563 1503.101808669008 960.6039232468305],[1300.0673828125 852.9274291992188 1394.22412109375 881.3450317382812],EY61NBG,0.565218504576729
308,292.0,[1182.333043268222 674.3633668745472 1503.0539250440797 965.6239914875566],[1298.763916015625 857.35400390625 1394.03271484375 886.1663818359375],EY61NBC,0.7231627700670634
311,292.0,[1187.0820686944885 682.8272872282412 1514.5319344984568 976.7529393051698],[1302.62939453125 867.1131591796875 1399.908203125 896.5125732421875],EY61NBC,0.33652771527562925
313,292.0,[1187.054049939752 688.6577725901377 1516.730755022541 984.9881606387758],[1306.872802734375 871.9238891601562 1400.10791015625 901.048095703125],ET61NBC,0.38854726188006883
314,292.0,[1186.54401288437 693.17677232102 1515.8431432513923 990.3511377471943],[1307.90185546875 876.498779296875 1400.67333984375 905.224365234375],EY61NBG,0.3621712557569154
315,292.0,[1187.1271086859028 696.4354100359678 1517.3392698727876 995.3256003230781],[1308.960693359375 881.0792236328125 1403.7344970703125 909.7491455078125],EY61NBC,0.5301352781849301
316,292.0,[1189.1333767237406 696.954946795235 1520.0115323932591 996.3668262471956],[1309.875244140625 883.4218139648438 1405.081298828125 912.6934204101562],EY61NBG,0.778667009939171
317,292.0,[1189.2364348929266 700.6644571193726 1522.4011808656871 1000.2213515163194],[1307.9954833984375 887.5753784179688 1409.220458984375 916.6437377929688],EY61NBG,0.15458367153259234
320,292.0,[1192.2406343731404 710.66338022605 1529.213942908456 1011.3242959172366],[1308.16162109375 899.620361328125 1410.6474609375 928.02490234375],EY61NBG,0.26323762492642633
321,292.0,[1192.4978125292264 713.0520416556286 1530.0934251789045 1015.2514035564869],[1312.069091796875 901.2452392578125 1412.26513671875 932.344970703125],EY61NBG,0.7350299586531277
322,292.0,[1192.7930986752058 714.0741885781404 1531.039618072291 1017.6472870369912],[1312.5003662109375 903.6031494140625 1413.1138916015625 934.2901611328125],EY61NBG,0.3590257545911041
325,292.0,[1194.5318334254205 721.6535126019421 1532.453519410865 1028.277701060049],[1317.9437255859375 915.906982421875 1417.9947509765625 945.650634765625],EN61MBG,0.4826820205626627
326,292.0,[1195.2811308820953 725.7091554202163 1532.765512335189 1033.3976518835852],[1317.5888671875 919.1998901367188 1419.421875 950.4025268554688],EY61NEG,0.42575880886000333
328,292.0,[1196.9329877082687 733.5255224655573 1535.8483459913932 1042.0481464638958],[1321.34423828125 924.643310546875 1423.229248046875 956.239990234375],ET61NBG,0.15343324019407578
332,292.0,[1200.880167984645 746.4680600638494 1544.5647303241933 1057.7985312482795],[1321.558349609375 941.1837158203125 1427.36767578125 974.390625],EY61NBG,0.2513687025723314
333,292.0,[1203.0019622458844 751.78332590896 1549.949407650835 1062.4022709413043],[1325.6376953125 945.3220825195312 1430.82568359375 977.6680297851562],EY61NBG,0.2260955918212093
334,292.0,[1202.8899977312608 755.1623570072355 1551.2828025936187 1065.1585044305164],[1326.245361328125 949.9103393554688 1430.0936279296875 980.3611450195312],EV61NBG,0.27503681371297917
336,292.0,[1204.9986994014334 760.7831936954551 1559.1117606172597 1071.3270456912946],[1328.929931640625 960.0897216796875 1433.5703125 989.123291015625],EY61NBG,0.5076468083224778
338,292.0,[1204.3376871916976 763.1457867524365 1560.15189705696 1074.1383720649792],[1330.9910888671875 965.3267211914062 1436.0350341796875 998.1300659179688],EY61NBG,0.6694405554101744
339,292.0,[1206.5859150234144 765.1736158726767 1564.9028889560102 1074.7977048445575],[1330.7626953125 969.4481201171875 1437.5662841796875 1002.013671875],EY61NBG,0.6047760660154963
340,292.0,[1209.013677511933 766.2933577690608 1570.95312733629 1074.636293368342],[1333.520751953125 973.6124267578125 1438.913330078125 1004.0789794921875],EV61NBG,0.1409161378044609
342,292.0,[1211.8526222954956 775.4016299477098 1576.3955082031116 1076.0661397071515],[1333.955078125 983.9375610351562 1442.781982421875 1013.5746459960938],EY61NBG,0.1983193275776982
343,292.0,[1211.6217075862996 778.2972988614821 1577.6610208650845 1075.7308692015795],[1335.69482421875 986.8740234375 1443.9365234375 1018.1986083984375],EY61NBG,0.5878872765836582
344,292.0,[1212.1201392308465 781.7824692362003 1579.0954599799595 1076.219444276018],[1336.7774658203125 990.9697265625 1447.0654296875 1022.4702758789062],EY61NBG,0.7915355853537347
345,292.0,[1213.3892088061534 784.746620225222 1581.7403169227891 1076.4641139921148],[1341.694580078125 996.9251708984375 1448.568359375 1027.30126953125],EY61MBG,0.3589213305995508
346,292.0,[1214.6664690157413 787.2476959514356 1584.320559109985 1076.4908220021482],[1343.6392822265625 1000.41650390625 1451.5616455078125 1029.1922607421875],EY61MBG,0.41165456034921366
347,292.0,[1214.8749860611567 790.6509435600952 1583.1232244133455 1077.1857468998198],[1341.143310546875 1004.280029296875 1451.812255859375 1035.802001953125],EV61NBG,0.30936791602642066
348,292.0,[1215.059059118158 795.8121772058499 1582.5590039565864 1078.3258891920345],[1344.126708984375 1010.796630859375 1454.5557861328125 1042.5225830078125],EY61NBG,0.6708530378392165
349,292.0,[1217.3553260258864 798.5131514053694 1586.975842210497 1077.305340539456],[1342.74609375 1012.1253662109375 1454.6759033203125 1045.021728515625],EY61NBG,0.5273014648436725
351,292.0,[1220.258664172059 804.976234294961 1591.827026813145 1076.1055424870033],[1354.240478515625 1028.98046875 1450.5452880859375 1050.611083984375],EY61NBG,0.4310163352878558
352,292.0,[1221.2254305310742 807.4518386953439 1594.5070641304117 1075.18193320927],[1354.37939453125 1030.6796875 1453.5030517578125 1052.160888671875],EY61MBG,0.20796113890244403
353,292.0,[1226.27578504615 811.2776115614672 1605.1977086064592 1075.9098623047757],[1351.5186767578125 1034.117431640625 1461.16650390625 1063.5816650390625],EY61NBG,0.3879040005983493
358,370.0,[459.82450049442866 676.9613030030831 763.6804254553323 936.4878044589906],[574.4822387695312 855.1408081054688 645.3909301757812 879.9534301757812],AV04MVE,0.21926707839564266
383,319.0,[540.7060104562615 582.0728944218915 777.5622852419037 754.4961112043336],[619.3270874023438 707.5833740234375 688.9862060546875 732.2364501953125],JO51KGJ,0.05722151905620425
384,319.0,[539.6338531986687 583.5446279319585 777.647403144287 756.8783857749472],[614.27099609375 704.8849487304688 692.4599609375 731.3053588867188],WA51TGJ,0.036598919180535795
387,319.0,[536.8762660222772 587.147370708293 776.3997593191962 763.130233477932],[613.41845703125 712.3642578125 688.4011840820312 735.8984375],MI54KGJ,0.12220243627183257
389,319.0,[535.549907611387 590.0046134930936 775.4733861956811 766.9764524473434],[616.850341796875 713.7757568359375 685.114501953125 737.440185546875],HA51KCJ,0.19169179262712543
392,370.0,[382.10537359437626 768.0769717221722 725.9985514259049 1073.9830819089798],[497.9072570800781 969.0108032226562 604.5859375 1000.0526733398438],AV08HVF,0.25038021913890796
406,497.0,[1125.8078327029373 451.30251846702936 1500.17363736108 894.5774767534244],[1291.361328125 803.6435546875 1372.747802734375 832.604248046875],OC65USJ,0.37920372791101026
407,497.0,[1125.0758132177325 455.118789143521 1501.6504742771199 904.016023602385],[1290.4345703125 805.597412109375 1373.3154296875 835.370361328125],BC65USJ,0.1114862299903172
414,497.0,[1137.083342759191 464.5826432276758 1510.132101386691 929.5353116059821],[1293.365478515625 826.4425048828125 1377.146484375 857.8326416015625],BG65VSJ,0.2142949316993272
416,319.0,[499.7981031523309 628.9310414920408 758.076785988472 812.9287641644053],[583.5023803710938 760.3924560546875 664.8993530273438 784.767822265625],NI51KCJ,0.21509459940022851
421,319.0,[494.8658323690177 634.5531261688059 753.8425429002084 821.8370395467689],[575.4339599609375 765.1488647460938 661.885009765625 793.1334228515625],NW54KDJ,0.03885512964187569
422,518.0,[1147.9332368249666 482.8126003832998 1520.619480153283 965.760824145014],[1297.198486328125 851.2445068359375 1381.4873046875 880.5494384765625],BG65WSJ,0.16953041551826573
424,518.0,[1137.0201699581987 485.58119739194854 1518.8505847544936 975.2066792008609],[1295.572265625 857.17431640625 1383.00390625 886.673095703125],BG65USJ,0.44945176262808845
429,319.0,[483.8575391368904 645.6037885165624 746.2574609309247 835.444966403652],[570.795654296875 785.3589477539062 646.0985107421875 808.0929565429688],MA54RGJ,0.1136198078381623
431,518.0,[1158.1196869894463 500.4357340838876 1548.208295131991 999.1245544360677],[1297.980224609375 879.849853515625 1385.7236328125 910.193603515625],OG65USJ,0.19071234490096597
436,319.0,[474.61454887997377 657.8924325365115 739.4432245224224 847.2278346982232],[557.446533203125 796.6658935546875 642.0166625976562 824.7703857421875],MA51KGJ,0.21669192705620927
438,319.0,[472.06422385827875 661.5425164763163 737.9219258103079 853.5540791956813],[560.8818359375 802.281005859375 640.1091918945312 828.6439819335938],KA54XGJ,0.20968776836960637
439,518.0,[1155.291637690315 508.33743845527846 1560.0275305935647 1020.6559309071299],[1298.92041015625 909.7150268554688 1394.486328125 939.6058959960938],BC65VSJ,0.24172751845909543
440,518.0,[1155.3398736718118 512.9611233167402 1559.8304389399168 1028.5221211663197],[1298.50732421875 915.2314453125 1394.669921875 944.6775512695312],BC65USJ,0.3710080046265436
443,553.0,[1152.0773318165593 527.3713293223557 1543.895481363555 1043.2810559964191],[1299.9852294921875 923.00146484375 1394.658203125 955.8363037109375],EG65USJ,0.2660943142227917
448,553.0,[1159.6932782896133 525.3082684729634 1554.1388629516514 1064.1600548659667],[1297.864501953125 941.7821044921875 1395.379150390625 973.0345458984375],OG65USJ,0.3570313946147145
449,319.0,[457.6485328796242 680.5416491175127 731.1194937634456 879.5792773167317],[546.2215576171875 825.9585571289062 631.8358154296875 852.6712646484375],MO54KGJ,0.03805922130626904
450,319.0,[454.3177746766006 683.2784415394204 729.1059950372018 883.2274128630801],[546.457763671875 829.6939697265625 631.2608642578125 855.2049560546875],NA51KGJ,0.048867339168635046
451,338.0,[576.4500985516789 522.9068973418151 843.183124077655 770.6710830747082],[657.9876098632812 679.64697265625 745.6632080078125 710.2847290039062],YA64DMY,0.09090802739911644
452,338.0,[574.2184975680342 525.5270842287299 841.7614336481876 773.7173129583829],[672.29736328125 682.3779907226562 742.606201171875 710.6221923828125],FH64DMV,0.1226954736977442
452,553.0,[1147.3602716953683 533.05795385734 1560.4299230310626 1072.7577324267343],[1302.247802734375 960.911865234375 1395.9686279296875 990.964599609375],BC65USJ,0.20413383359796206
452,319.0,[451.023194144718 687.3605247976118 727.9129210536744 888.5914570199495],[542.1456298828125 832.4036865234375 627.878662109375 860.9752807617188],NA54KGJ,0.48937709876146196
454,553.0,[1141.910364443559 539.7761193251351 1560.7651597572208 1077.1983564812883],[1298.519287109375 966.1056518554688 1395.812744140625 997.2484130859375],BG65USJ,0.8881930135808058
457,553.0,[1142.7236937309174 549.5236389372941 1566.2932828668525 1077.7942886555065],[1299.6324462890625 976.9290161132812 1399.315185546875 1008.4140014648438],BC65USJ,0.35113199182380117
460,338.0,[565.6073335246144 528.5489942670048 839.8580260405286 783.7667226137963],[658.82275390625 693.8272705078125 735.8619384765625 724.1202392578125],IH64DNY,0.08067244150008161
462,338.0,[564.8671440749154 531.0029047918229 837.8236211639187 787.3482263102658],[654.566162109375 697.6671142578125 738.1532592773438 727.5511474609375],IM64DMY,0.3034206206773184
463,338.0,[565.9165834895167 532.1913620150668 838.2100820817076 788.7376268108229],[654.2431640625 698.041748046875 736.64013671875 728.052001953125],AH64DMY,0.10592505008662183
464,338.0,[566.4436334545185 533.6885008662086 838.7311922666347 790.6631744613719],[649.445556640625 699.517333984375 735.3009033203125 731.13671875],IO64DKY,0.18754038182119165
468,338.0,[559.7548927391023 539.7495899362522 837.94342195212 798.0467389947195],[649.584716796875 706.930908203125 730.0709228515625 735.1444702148438],IG64DMY,0.5034305179265036
468,319.0,[439.4538969297156 721.549665467241 720.6635715357787 930.3976310658126],[531.587890625 873.1168212890625 622.148681640625 903.3488159179688],MN51KGJ,0.06073079729208626
470,319.0,[438.1955709699909 725.777072333768 719.4947247889625 935.1028821680338],[528.6557006835938 880.039306640625 617.5816040039062 907.455322265625],NG54KDJ,0.0792426714845495
471,338.0,[550.5006822530971 544.6399855022269 833.9902046458154 804.0988376799423],[646.84375 710.0518798828125 728.5882568359375 739.1574096679688],AN64DHY,0.18664260578353867
473,338.0,[547.8240306376547 546.9757505589264 831.5363146873692 807.0273110565108],[640.0180053710938 711.0787353515625 726.0817260742188 741.1624755859375],IO64DMV,0.07749655381667754
474,338.0,[546.489970542973 547.7634868824434 829.4218209107014 808.3106210683986],[641.2286376953125 715.1852416992188 726.5799560546875 748.2639770507812],AK64DMV,0.11471943036945242
475,338.0,[545.9606284960388 547.8823917328814 827.7113118572651 808.9824164535614],[639.114013671875 717.3198852539062 725.9283447265625 748.4485473632812],IK67DMY,0.11983370466325277
476,338.0,[546.1590127784428 550.0064731229716 826.4355024335201 811.0979124095891],[639.3541870117188 720.6689453125 726.0933227539062 749.3241577148438],AR64DKY,0.25639104558646714
478,338.0,[547.4123199051487 555.2002890302863 828.1176004115669 817.3264746093553],[637.089111328125 723.3220825195312 725.1004028320312 753.0106201171875],IH64DMY,0.1614439776365989
479,338.0,[546.651790101061 557.8029292861977 828.0960102762227 820.8081304515767],[635.1791381835938 723.5044555664062 724.4388427734375 753.8770751953125],AN64OMY,0.1472458100241201
